"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20818";"MANAÍRA";"20818";"MANAÍRA";34;13;"Vereador";8323;27;3;0;30;7263;0;1060;"N";7263;6879;6879;6472;407;407;0;0;0;0;0;0;0;52;332;332;0;0;"21:49:09";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19372";"BAYEUX";"19372";"BAYEUX";61;13;"Vereador";71288;211;29;0;240;61109;0;10179;"N";61109;56883;56883;54500;2383;2383;0;0;0;0;0;0;0;1556;2670;2615;55;0;"21:43:41";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19151";"ARAÇAGI";"19151";"ARAÇAGI";47;13;"Vereador";13619;39;16;0;55;11492;0;2127;"N";11492;10823;10823;10197;626;626;0;0;0;0;0;0;0;163;506;506;0;0;"21:47:42";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22314";"TAPEROÁ";"22314";"TAPEROÁ";27;13;"Vereador";10756;29;0;0;29;8792;0;1964;"N";8792;8302;8302;7809;493;493;0;0;0;0;0;0;0;154;336;336;0;0;"20:12:29";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19682";"TENÓRIO";"19682";"TENÓRIO";56;13;"Vereador";2763;10;0;0;10;2460;0;303;"N";2460;2343;2343;2258;85;85;0;0;0;0;0;0;0;24;93;93;0;0;"21:45:02";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21954";"SÃO JOSÉ DO SABUGI";"21954";"SÃO JOSÉ DO SABUGI";26;13;"Vereador";3903;12;5;0;17;3514;0;389;"N";3514;3352;3352;3185;167;167;0;0;0;0;0;0;0;37;125;125;0;0;"19:31:10";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20974";"MULUNGU";"20974";"MULUNGU";75;13;"Vereador";8625;28;10;0;38;7638;0;987;"N";7638;7277;7277;6929;348;348;0;0;0;0;0;0;0;82;279;279;0;0;"21:44:05";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19593";"BREJO DOS SANTOS";"19593";"BREJO DOS SANTOS";36;13;"Vereador";5699;18;0;0;18;5160;0;539;"N";5160;4999;4999;4769;230;230;0;0;0;0;0;0;0;34;127;127;0;0;"21:47:36";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21210";"PEDRA BRANCA";"21210";"PEDRA BRANCA";42;13;"Vereador";3858;10;0;0;10;3309;0;549;"N";3309;3119;3119;2970;149;149;0;0;0;0;0;0;0;24;166;84;82;0;"17:45:00";"17/12/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21911";"SÃO JOSÉ DE PIRANHAS";"21911";"SÃO JOSÉ DE PIRANHAS";40;13;"Vereador";14633;44;22;0;66;12274;0;2359;"N";12274;11735;9760;9276;484;484;0;0;0;0;1975;0;0;120;419;419;0;0;"09:05:00";"10/06/2022"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20931";"MONTE HOREBE";"20931";"MONTE HOREBE";40;11;"Prefeito";3875;11;0;0;11;3218;0;657;"N";3218;3026;3026;3026;0;0;0;0;0;0;0;0;0;55;137;137;0;0;"21:42:52";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19240";"CARAÚBAS";"19240";"CARAÚBAS";22;11;"Prefeito";4111;13;5;0;18;3744;0;367;"N";3744;3616;3616;3616;0;0;0;0;0;0;0;0;0;28;100;100;0;0;"19:11:42";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20796";"MAMANGUAPE";"20796";"MAMANGUAPE";7;13;"Vereador";30923;98;11;0;109;25634;0;5289;"N";25634;23608;22090;21303;787;787;0;1518;0;0;0;0;0;630;1396;1395;1;0;"12:39:22";"24/07/2023"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22390";"UIRAÚNA";"22390";"UIRAÚNA";53;13;"Vereador";11284;35;19;0;54;10136;0;1148;"N";10136;9527;9527;9177;350;350;0;0;0;0;0;0;0;100;509;509;0;0;"20:12:31";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21717";"SANTANA DE MANGUEIRA";"21717";"SANTANA DE MANGUEIRA";41;13;"Vereador";4383;16;0;0;16;3924;0;459;"N";3924;3750;3750;3529;221;221;0;0;0;0;0;0;0;32;142;142;0;0;"21:40:58";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19658";"CABEDELO";"19658";"CABEDELO";57;11;"Prefeito";48731;141;1;0;142;36856;0;11875;"N";36856;31499;31499;31499;0;0;0;0;0;0;0;0;0;2316;3041;3041;0;0;"21:43:59";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19330";"BARRA DE SANTA ROSA";"19330";"BARRA DE SANTA ROSA";67;11;"Prefeito";10397;34;9;0;43;9073;0;1324;"N";9073;8780;8780;8780;0;0;0;0;0;0;0;0;0;64;229;229;0;0;"21:47:48";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19518";"BOQUEIRÃO";"19518";"BOQUEIRÃO";62;11;"Prefeito";14321;44;7;0;51;12524;0;1797;"N";12524;11848;11848;11848;0;0;0;0;0;0;0;0;0;159;517;517;0;0;"21:43:05";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19020";"SOBRADO";"19020";"SOBRADO";4;11;"Prefeito";6738;17;12;0;29;5826;0;912;"N";5826;5495;5495;5495;0;0;0;0;0;0;0;0;0;91;240;240;0;0;"21:40:04";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19836";"CARRAPATEIRA";"19836";"CARRAPATEIRA";40;11;"Prefeito";2302;7;5;0;12;2134;0;168;"N";2134;2090;2090;2090;0;0;0;0;0;0;0;0;0;8;36;36;0;0;"21:41:16";"15/11/2020"
"06/01/2026";"16:45:21";2020;1;"Eleição Extraordinária";1;490;"Suplementar - Gado Bravo/PB";"12/09/2021";"M";"PB";"19623";"GADO BRAVO";"19623";"GADO BRAVO";49;11;"Prefeito";7107;23;2;0;25;6034;0;1073;"N";6034;5773;5773;5773;0;0;0;0;0;0;0;0;0;122;139;139;0;0;"17:25:00";"12/09/2021"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19755";"CAJAZEIRAS";"19755";"CAJAZEIRAS";68;13;"Vereador";44421;131;69;0;200;36462;0;7959;"N";36462;34256;33493;31841;1652;1652;0;763;0;0;0;0;0;924;1282;1262;20;0;"10:30:00";"29/01/2021"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22373";"TRIUNFO";"22373";"TRIUNFO";37;13;"Vereador";7236;23;10;0;33;6338;0;898;"N";6338;6083;6083;5764;319;319;0;0;0;0;0;0;0;54;201;201;0;0;"21:43:11";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19631";"CABACEIRAS";"19631";"CABACEIRAS";62;13;"Vereador";4734;15;1;0;16;4230;0;504;"N";4230;4034;4034;3946;88;88;0;0;0;0;0;0;0;49;147;147;0;0;"19:30:41";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19321";"ASSUNÇÃO";"19321";"ASSUNÇÃO";27;13;"Vereador";3865;11;2;0;13;3403;0;462;"N";3403;3225;3225;3099;126;126;0;0;0;0;0;0;0;30;148;148;0;0;"21:46:25";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19763";"ALCANTIL";"19763";"ALCANTIL";18;13;"Vereador";4476;13;7;0;20;4195;0;281;"N";4195;4053;4053;3859;194;194;0;0;0;0;0;0;0;42;100;100;0;0;"21:59:35";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21016";"NAZAREZINHO";"21016";"NAZAREZINHO";63;13;"Vereador";6582;17;14;0;31;6062;0;520;"N";6062;5780;2952;2821;131;131;0;0;0;0;2828;0;0;40;242;242;0;0;"12:10:00";"08/08/2022"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20397";"ITABAIANA";"20397";"ITABAIANA";6;13;"Vereador";18392;49;33;0;82;15723;0;2669;"N";15723;14529;14433;13831;602;602;0;0;0;0;96;0;0;322;872;872;0;0;"21:42:46";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21776";"SANTA TERESINHA";"21776";"SANTA TERESINHA";65;13;"Vereador";5385;15;7;0;22;4805;0;580;"N";4805;4545;4545;4291;254;254;0;0;0;0;0;0;0;67;193;193;0;0;"21:40:28";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22110";"SERRA BRANCA";"22110";"SERRA BRANCA";58;13;"Vereador";10055;31;2;0;33;8499;0;1556;"N";8499;8093;8093;7648;445;445;0;0;0;0;0;0;0;96;310;310;0;0;"21:59:29";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19704";"COXIXOLA";"19704";"COXIXOLA";58;13;"Vereador";1829;5;3;0;8;1698;0;131;"N";1698;1620;1620;1553;67;67;0;0;0;0;0;0;0;14;64;64;0;0;"21:59:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19216";"AREIA";"19216";"AREIA";11;13;"Vereador";17947;48;44;0;92;14727;0;3220;"N";14727;13640;13640;12761;879;879;0;0;0;0;0;0;0;494;593;593;0;0;"21:59:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21512";"QUEIMADAS";"21512";"QUEIMADAS";59;13;"Vereador";33190;94;25;0;119;28419;0;4771;"N";28419;26460;26190;24804;1386;1386;0;0;0;0;270;0;0;659;1300;1300;0;0;"21:43:24";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";64;11;"Prefeito";101794;244;44;0;288;81809;0;19985;"N";81809;72577;72577;72577;0;0;0;0;0;0;0;0;0;3180;6052;6052;0;0;"22:23:47";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20575";"JUNCO DO SERIDÓ";"20575";"JUNCO DO SERIDÓ";56;11;"Prefeito";5409;19;1;0;20;4782;0;627;"N";4782;4578;4578;4578;0;0;0;0;0;0;0;0;0;34;170;170;0;0;"21:59:33";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21814";"SÃO JOÃO DO CARIRI";"21814";"SÃO JOÃO DO CARIRI";22;11;"Prefeito";4250;11;12;0;23;3715;0;535;"N";3715;3559;3559;3559;0;0;0;0;0;0;0;0;0;53;103;103;0;0;"19:10:17";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22012";"SÃO MIGUEL DE TAIPU";"22012";"SÃO MIGUEL DE TAIPU";44;11;"Prefeito";5958;18;0;0;18;5405;0;553;"N";5405;5180;5180;5180;0;0;0;0;0;0;0;0;0;58;167;167;0;0;"21:42:15";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22152";"SERRA GRANDE";"22152";"SERRA GRANDE";33;11;"Prefeito";3196;9;0;0;9;2697;0;499;"N";2697;2571;2571;2571;0;0;0;0;0;0;0;0;0;52;74;74;0;0;"19:25:17";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19038";"AGUIAR";"19038";"AGUIAR";66;11;"Prefeito";4736;14;3;0;17;4149;0;587;"N";4149;3981;3981;3981;0;0;0;0;0;0;0;0;0;14;154;154;0;0;"21:47:05";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21512";"QUEIMADAS";"21512";"QUEIMADAS";59;11;"Prefeito";33190;94;25;0;119;28419;0;4771;"N";28419;26498;26498;26498;0;0;0;0;0;0;0;0;0;521;1400;1400;0;0;"21:43:24";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21474";"PRINCESA ISABEL";"21474";"PRINCESA ISABEL";34;13;"Vereador";15398;49;5;0;54;12597;0;2801;"N";12597;11895;11895;11015;880;880;0;0;0;0;0;0;0;176;526;526;0;0;"21:49:04";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19399";"BELÉM";"19399";"BELÉM";14;13;"Vereador";12899;37;6;0;43;10929;0;1970;"N";10929;10018;10018;9659;359;359;0;0;0;0;0;0;0;263;648;648;0;0;"21:49:21";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20117";"VISTA SERRANA";"20117";"VISTA SERRANA";51;13;"Vereador";3069;8;2;0;10;2463;0;606;"N";2463;2375;2375;2268;107;107;0;0;0;0;0;0;0;12;76;76;0;0;"19:11:16";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22136";"SERRA DA RAIZ";"22136";"SERRA DA RAIZ";47;13;"Vereador";2917;9;0;0;9;2613;0;304;"N";2613;2499;2499;2412;87;87;0;0;0;0;0;0;0;20;94;94;0;0;"22:30:04";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20273";"GUARABIRA";"20273";"GUARABIRA";10;13;"Vereador";41065;131;16;0;147;34302;0;6763;"N";34302;32462;30635;29004;1631;1631;0;0;0;0;1827;0;0;831;1009;1009;0;0;"09:55:57";"15/02/2023"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19178";"ARARA";"19178";"ARARA";48;13;"Vereador";8608;21;17;0;38;6799;0;1809;"N";6799;6182;6182;5943;239;239;0;0;0;0;0;0;0;146;471;471;0;0;"22:50:02";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21458";"PRATA";"21458";"PRATA";43;13;"Vereador";4002;12;1;0;13;3680;0;322;"N";3680;3508;3508;3405;103;103;0;0;0;0;0;0;0;46;126;126;0;0;"19:25:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21490";"PUXINANÃ";"21490";"PUXINANÃ";50;13;"Vereador";11373;32;0;0;32;10026;0;1347;"N";10026;9300;9300;8822;478;478;0;0;0;0;0;0;0;247;479;479;0;0;"19:25:01";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";1;11;"Prefeito";100960;242;11;0;253;78978;0;21982;"N";78978;70865;70865;70865;0;0;0;0;0;0;0;0;0;2851;5262;5262;0;0;"22:23:47";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20494";"JERICÓ";"20494";"JERICÓ";36;11;"Prefeito";6668;20;1;0;21;6090;0;578;"N";6090;5987;5987;5987;0;0;0;0;0;0;0;0;0;32;71;71;0;0;"21:47:16";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20834";"MARI";"20834";"MARI";4;11;"Prefeito";16375;48;25;0;73;14348;0;2027;"N";14348;13641;13641;13641;0;0;0;0;0;0;0;0;0;233;474;474;0;0;"21:44:31";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20516";"JOÃO PESSOA";"20516";"JOÃO PESSOA";77;11;"Prefeito";108299;261;37;0;298;88365;0;19934;"N";88365;76425;76425;76425;0;0;0;0;0;0;0;0;0;4114;7826;7826;0;0;"22:23:47";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19674";"CACHOEIRA DOS ÍNDIOS";"19674";"CACHOEIRA DOS ÍNDIOS";68;11;"Prefeito";7499;25;7;0;32;6370;0;1129;"N";6370;6028;2878;2878;0;0;0;0;0;0;3150;0;0;73;269;269;0;0;"20:17:55";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19135";"SÃO JOÃO DO RIO DO PEIXE";"19135";"SÃO JOÃO DO RIO DO PEIXE";37;11;"Prefeito";13477;40;39;0;79;11602;0;1875;"N";11602;10423;7260;7260;0;0;0;0;0;0;3163;0;0;480;699;699;0;0;"21:48:48";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19526";"POÇO DE JOSÉ DE MOURA";"19526";"POÇO DE JOSÉ DE MOURA";37;11;"Prefeito";3837;10;13;0;23;3426;0;411;"N";3426;3293;3293;3293;0;0;0;0;0;0;0;0;0;29;104;104;0;0;"21:59:35";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21954";"SÃO JOSÉ DO SABUGI";"21954";"SÃO JOSÉ DO SABUGI";26;11;"Prefeito";3903;12;5;0;17;3514;0;389;"N";3514;3218;3218;3218;0;0;0;0;0;0;0;0;0;78;218;218;0;0;"19:31:10";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19852";"CATINGUEIRA";"19852";"CATINGUEIRA";32;11;"Prefeito";5168;15;2;0;17;4592;0;576;"N";4592;4420;4420;4420;0;0;0;0;0;0;0;0;0;30;142;142;0;0;"21:46:19";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21059";"NOVA OLINDA";"21059";"NOVA OLINDA";42;11;"Prefeito";5570;16;0;0;16;4521;0;1049;"N";4521;4303;4303;4303;0;0;0;0;0;0;0;0;0;56;162;162;0;0;"17:45:00";"17/12/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19437";"BOA VENTURA";"19437";"BOA VENTURA";42;11;"Prefeito";5298;15;0;0;15;4542;0;756;"N";4542;4347;4347;4347;0;0;0;0;0;0;0;0;0;41;154;154;0;0;"21:43:30";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21377";"PIRPIRITUBA";"21377";"PIRPIRITUBA";47;11;"Prefeito";7450;19;25;0;44;6291;0;1159;"N";6291;5854;5854;5854;0;0;0;0;0;0;0;0;0;153;284;284;0;0;"21:59:31";"15/11/2020"
"06/01/2026";"16:45:21";2020;1;"Eleição Extraordinária";1;618;"Eleição Suplementar de Massaranduba/PB";"03/03/2024";"M";"PB";"20850";"MASSARANDUBA";"20850";"MASSARANDUBA";16;11;"Prefeito";11760;36;1;0;37;9278;0;2482;"N";9278;8532;8532;8532;0;0;0;0;0;0;0;0;0;285;461;461;0;0;"17:23:01";"03/03/2024"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19097";"ALAGOINHA";"19097";"ALAGOINHA";9;13;"Vereador";11325;33;6;0;39;9678;0;1647;"N";9678;9191;9191;8622;569;569;0;0;0;0;0;0;0;152;335;335;0;0;"21:41:51";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22195";"SERRARIA";"22195";"SERRARIA";11;13;"Vereador";4304;12;5;0;17;3585;0;719;"N";3585;3362;3362;3167;195;195;0;0;0;0;0;0;0;54;169;169;0;0;"13:50:00";"20/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20214";"ESPERANÇA";"20214";"ESPERANÇA";19;13;"Vereador";24253;66;0;0;66;20578;0;3675;"N";20578;19093;18444;17778;666;666;0;0;0;0;649;0;0;444;1041;1041;0;0;"15:55:04";"01/08/2023"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20877";"MATARACA";"20877";"MATARACA";7;13;"Vereador";8586;24;1;0;25;7428;0;1158;"N";7428;7153;7153;6746;407;407;0;0;0;0;0;0;0;90;185;185;0;0;"20:12:08";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"22039";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";"22039";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";19;13;"Vereador";8534;24;0;0;24;7030;0;1504;"N";7030;6350;6350;5948;402;402;0;0;0;0;0;0;0;245;435;435;0;0;"19:10:19";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19747";"PEDRO RÉGIS";"19747";"PEDRO RÉGIS";60;13;"Vereador";5317;15;0;0;15;4500;0;817;"N";4500;4295;2151;2043;108;108;0;2144;0;0;0;0;0;48;157;157;0;0;"10:32:50";"08/04/2024"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19909";"AREIA DE BARAÚNAS";"19909";"AREIA DE BARAÚNAS";65;13;"Vereador";2106;7;2;0;9;1962;0;144;"N";1962;1880;1880;1845;35;35;0;0;0;0;0;0;0;4;78;78;0;0;"20:12:29";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"19941";"BOA VISTA";"19941";"BOA VISTA";22;13;"Vereador";5921;17;1;0;18;5272;0;649;"N";5272;5062;5062;4856;206;206;0;0;0;0;0;0;0;66;144;144;0;0;"19:10:17";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"21032";"NOVA FLORESTA";"21032";"NOVA FLORESTA";24;13;"Vereador";7684;24;2;0;26;6474;0;1210;"N";6474;5903;5903;5704;199;199;0;0;0;0;0;0;0;84;487;487;0;0;"19:24:57";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"PB";"20036";"CUITÉ";"20036";"CUITÉ";24;11;"Prefeito";16338;53;2;0;55;13957;0;2381;"N";13957;13412;13412;13412;0;0;0;0;0;0;0;0;0;142;403;403;0;0;"19:10:18";"15/11/2020"
